POST,1681421946988,1681421951018,4030,200
POST,1681421946987,1681421951018,4031,200
POST,1681421946988,1681421951018,4030,200
POST,1681421946987,1681421951018,4031,200
POST,1681421946987,1681421951020,4033,200
POST,1681421946988,1681421951059,4071,200
POST,1681421946988,1681421951063,4075,200
POST,1681421946988,1681421951065,4077,200
POST,1681421946988,1681421951066,4078,200
POST,1681421946988,1681421951069,4081,200
POST,1681421951018,1681421951073,55,200
POST,1681421951018,1681421951076,58,200
POST,1681421951059,1681421951105,46,200
POST,1681421951018,1681421951112,94,200
POST,1681421951018,1681421951113,95,200
POST,1681421951073,1681421951121,48,200
POST,1681421951020,1681421951124,104,200
POST,1681421951063,1681421951159,96,200
POST,1681421951069,1681421951171,102,200
POST,1681421951124,1681421951172,48,200
POST,1681421951112,1681421951173,61,200
POST,1681421951065,1681421951176,111,200
POST,1681421951113,1681421951177,64,200
POST,1681421951067,1681421951180,113,200
POST,1681421951076,1681421951196,120,200
POST,1681421951105,1681421951209,104,200
POST,1681421951121,1681421951220,99,200
POST,1681421951173,1681421951225,52,200
POST,1681421951171,1681421951226,55,200
POST,1681421951172,1681421951228,56,200
POST,1681421951177,1681421951228,51,200
POST,1681421951159,1681421951267,108,200
POST,1681421951176,1681421951278,102,200
POST,1681421951180,1681421951291,111,200
POST,1681421951210,1681421951305,95,200
POST,1681421951196,1681421951308,112,200
POST,1681421951220,1681421951318,98,200
POST,1681421951267,1681421951318,51,200
POST,1681421951228,1681421951329,101,200
POST,1681421951225,1681421951329,104,200
POST,1681421951228,1681421951333,105,200
POST,1681421951278,1681421951335,57,200
POST,1681421951226,1681421951336,110,200
POST,1681421951291,1681421951346,55,200
POST,1681421951305,1681421951352,47,200
POST,1681421951308,1681421951359,51,200
POST,1681421951318,1681421951363,45,200
POST,1681421951329,1681421951382,53,200
POST,1681421951333,1681421951388,55,200
POST,1681421951318,1681421951406,88,200
POST,1681421951359,1681421951411,52,200
POST,1681421951363,1681421951414,51,200
POST,1681421951329,1681421951415,86,200
POST,1681421951382,1681421951431,49,200
POST,1681421951336,1681421951435,99,200
POST,1681421951388,1681421951437,49,200
POST,1681421951335,1681421951438,103,200
POST,1681421951346,1681421951453,107,200
POST,1681421951352,1681421951454,102,200
POST,1681421951414,1681421951458,44,200
POST,1681421951415,1681421951464,49,200
POST,1681421951411,1681421951467,56,200
POST,1681421951438,1681421951487,49,200
POST,1681421951437,1681421951489,52,200
POST,1681421951406,1681421951497,91,200
POST,1681421951431,1681421951524,93,200
POST,1681421951487,1681421951536,49,200
POST,1681421951435,1681421951538,103,200
POST,1681421951453,1681421951546,93,200
POST,1681421951458,1681421951550,92,200
POST,1681421951454,1681421951560,106,200
POST,1681421951464,1681421951560,96,200
POST,1681421951467,1681421951575,108,200
POST,1681421951536,1681421951584,48,200
POST,1681421951497,1681421951595,98,200
POST,1681421951489,1681421951597,108,200
POST,1681421951550,1681421951605,55,200
POST,1681421951560,1681421951611,51,200
POST,1681421951524,1681421951622,98,200
POST,1681421951575,1681421951641,66,200
POST,1681421951538,1681421951642,104,200
POST,1681421951546,1681421951642,96,200
POST,1681421951595,1681421951645,50,200
POST,1681421951605,1681421951650,45,200
POST,1681421951611,1681421951661,50,200
POST,1681421951560,1681421951673,113,200
POST,1681421951597,1681421951688,91,200
POST,1681421951584,1681421951688,104,200
POST,1681421951642,1681421951690,48,200
POST,1681421951650,1681421951698,48,200
POST,1681421951661,1681421951706,45,200
POST,1681421951622,1681421951715,93,200
POST,1681421951641,1681421951731,90,200
POST,1681421951642,1681421951735,93,200
POST,1681421951688,1681421951738,50,200
POST,1681421951688,1681421951741,53,200
POST,1681421951699,1681421951747,48,200
POST,1681421951645,1681421951768,123,200
POST,1681421951673,1681421951781,108,200
POST,1681421951735,1681421951783,48,200
POST,1681421951731,1681421951783,52,200
POST,1681421951690,1681421951788,98,200
POST,1681421951706,1681421951805,99,200
POST,1681421951715,1681421951833,118,200
POST,1681421951768,1681421951834,66,200
POST,1681421951738,1681421951835,97,200
POST,1681421951747,1681421951836,89,200
POST,1681421951783,1681421951841,58,200
POST,1681421951741,1681421951841,100,200
POST,1681421951805,1681421951850,45,200
POST,1681421951835,1681421951883,48,200
POST,1681421951781,1681421951883,102,200
POST,1681421951783,1681421951884,101,200
POST,1681421951788,1681421951889,101,200
POST,1681421951883,1681421951929,46,200
POST,1681421951884,1681421951929,45,200
POST,1681421951833,1681421951930,97,200
POST,1681421951883,1681421951935,52,200
POST,1681421951836,1681421951941,105,200
POST,1681421951850,1681421951946,96,200
POST,1681421951834,1681421951949,115,200
POST,1681421951841,1681421951950,109,200
POST,1681421951841,1681421951955,114,200
POST,1681421951929,1681421951978,49,200
POST,1681421951930,1681421951979,49,200
POST,1681421951889,1681421951988,99,200
POST,1681421951935,1681421951992,57,200
POST,1681421951978,1681421952034,56,200
POST,1681421951929,1681421952034,105,200
POST,1681421951979,1681421952034,55,200
POST,1681421951946,1681421952044,98,200
POST,1681421951941,1681421952046,105,200
POST,1681421951950,1681421952061,111,200
POST,1681421951949,1681421952072,123,200
POST,1681421951955,1681421952072,117,200
POST,1681421951988,1681421952078,90,200
POST,1681421951992,1681421952088,96,200
POST,1681421952034,1681421952089,55,200
POST,1681421952034,1681421952090,56,200
POST,1681421952044,1681421952095,51,200
POST,1681421952078,1681421952127,49,200
POST,1681421952034,1681421952127,93,200
POST,1681421952046,1681421952139,93,200
POST,1681421952072,1681421952188,116,200
POST,1681421952061,1681421952188,127,200
POST,1681421952090,1681421952188,98,200
POST,1681421952072,1681421952189,117,200
POST,1681421952089,1681421952190,101,200
POST,1681421952088,1681421952191,103,200
POST,1681421952095,1681421952192,97,200
POST,1681421952127,1681421952230,103,200
POST,1681421952139,1681421952238,99,200
POST,1681421952189,1681421952239,50,200
POST,1681421952127,1681421952239,112,200
POST,1681421952192,1681421952247,55,200
POST,1681421952189,1681421952283,94,200
POST,1681421952188,1681421952291,103,200
POST,1681421952191,1681421952293,102,200
POST,1681421952188,1681421952296,108,200
POST,1681421952190,1681421952298,108,200
POST,1681421952247,1681421952299,52,200
POST,1681421952230,1681421952323,93,200
POST,1681421952239,1681421952343,104,200
POST,1681421952298,1681421952346,48,200
POST,1681421952239,1681421952347,108,200
POST,1681421952238,1681421952353,115,200
POST,1681421952323,1681421952371,48,200
POST,1681421952291,1681421952388,97,200
POST,1681421952283,1681421952388,105,200
POST,1681421952343,1681421952395,52,200
POST,1681421952293,1681421952396,103,200
POST,1681421952296,1681421952396,100,200
POST,1681421952299,1681421952412,113,200
POST,1681421952347,1681421952445,98,200
POST,1681421952396,1681421952446,50,200
POST,1681421952346,1681421952448,102,200
POST,1681421952353,1681421952460,107,200
POST,1681421952371,1681421952471,100,200
POST,1681421952412,1681421952473,61,200
POST,1681421952396,1681421952496,100,200
POST,1681421952446,1681421952496,50,200
POST,1681421952388,1681421952496,108,200
POST,1681421952388,1681421952496,108,200
POST,1681421952445,1681421952497,52,200
POST,1681421952395,1681421952501,106,200
POST,1681421952460,1681421952522,62,200
POST,1681421952448,1681421952546,98,200
POST,1681421952496,1681421952546,50,200
POST,1681421952496,1681421952546,50,200
POST,1681421952473,1681421952567,94,200
POST,1681421952471,1681421952579,108,200
POST,1681421952522,1681421952580,58,200
POST,1681421952546,1681421952593,47,200
POST,1681421952497,1681421952595,98,200
POST,1681421952496,1681421952598,102,200
POST,1681421952496,1681421952602,106,200
POST,1681421952501,1681421952604,103,200
POST,1681421952579,1681421952627,48,200
POST,1681421952547,1681421952635,88,200
POST,1681421952595,1681421952646,51,200
POST,1681421952546,1681421952648,102,200
POST,1681421952598,1681421952652,54,200
POST,1681421952567,1681421952655,88,200
POST,1681421952627,1681421952684,57,200
POST,1681421952580,1681421952689,109,200
POST,1681421952593,1681421952691,98,200
POST,1681421952648,1681421952700,52,200
POST,1681421952602,1681421952700,98,200
POST,1681421952646,1681421952700,54,200
POST,1681421952652,1681421952706,54,200
POST,1681421952655,1681421952708,53,200
POST,1681421952604,1681421952712,108,200
POST,1681421952691,1681421952734,43,200
POST,1681421952635,1681421952736,101,200
POST,1681421952684,1681421952737,53,200
POST,1681421952700,1681421952745,45,200
POST,1681421952708,1681421952757,49,200
POST,1681421952700,1681421952788,88,200
POST,1681421952689,1681421952790,101,200
POST,1681421952737,1681421952790,53,200
POST,1681421952700,1681421952794,94,200
POST,1681421952706,1681421952810,104,200
POST,1681421952712,1681421952814,102,200
POST,1681421952734,1681421952825,91,200
POST,1681421952788,1681421952837,49,200
POST,1681421952794,1681421952844,50,200
POST,1681421952790,1681421952844,54,200
POST,1681421952746,1681421952845,99,200
POST,1681421952736,1681421952846,110,200
POST,1681421952757,1681421952859,102,200
POST,1681421952790,1681421952896,106,200
POST,1681421952845,1681421952897,52,200
POST,1681421952844,1681421952901,57,200
POST,1681421952837,1681421952928,91,200
POST,1681421952810,1681421952929,119,200
POST,1681421952825,1681421952932,107,200
POST,1681421952814,1681421952935,121,200
POST,1681421952844,1681421952951,107,200
POST,1681421952901,1681421952951,50,200
POST,1681421952860,1681421952954,94,200
POST,1681421952846,1681421952955,109,200
POST,1681421952929,1681421952977,48,200
POST,1681421952928,1681421952981,53,200
POST,1681421952896,1681421952988,92,200
POST,1681421952897,1681421952988,91,200
POST,1681421952935,1681421952989,54,200
POST,1681421952951,1681421953009,58,200
POST,1681421952954,1681421953015,61,200
POST,1681421952932,1681421953033,101,200
POST,1681421952977,1681421953035,58,200
POST,1681421952955,1681421953043,88,200
POST,1681421952988,1681421953046,58,200
POST,1681421952951,1681421953071,120,200
POST,1681421953009,1681421953073,64,200
POST,1681421952988,1681421953089,101,200
POST,1681421952989,1681421953090,101,200
POST,1681421953035,1681421953090,55,200
POST,1681421952981,1681421953096,115,200
POST,1681421953033,1681421953128,95,200
POST,1681421953015,1681421953128,113,200
POST,1681421953073,1681421953130,57,200
POST,1681421953043,1681421953150,107,200
POST,1681421953089,1681421953150,61,200
POST,1681421953090,1681421953150,60,200
POST,1681421953046,1681421953151,105,200
POST,1681421953096,1681421953152,56,200
POST,1681421953071,1681421953174,103,200
POST,1681421953130,1681421953176,46,200
POST,1681421953128,1681421953180,52,200
POST,1681421953150,1681421953200,50,200
POST,1681421953150,1681421953201,51,200
POST,1681421953090,1681421953201,111,200
POST,1681421953151,1681421953202,51,200
POST,1681421953174,1681421953224,50,200
POST,1681421953128,1681421953231,103,200
POST,1681421953176,1681421953242,66,200
POST,1681421953152,1681421953251,99,200
POST,1681421953200,1681421953256,56,200
POST,1681421953201,1681421953256,55,200
POST,1681421953150,1681421953258,108,200
POST,1681421953231,1681421953287,56,200
POST,1681421953180,1681421953300,120,200
POST,1681421953251,1681421953301,50,200
POST,1681421953202,1681421953307,105,200
POST,1681421953201,1681421953307,106,200
POST,1681421953256,1681421953307,51,200
POST,1681421953224,1681421953322,98,200
POST,1681421953307,1681421953354,47,200
POST,1681421953258,1681421953354,96,200
POST,1681421953242,1681421953357,115,200
POST,1681421953307,1681421953357,50,200
POST,1681421953307,1681421953357,50,200
POST,1681421953256,1681421953362,106,200
POST,1681421953287,1681421953380,93,200
POST,1681421953300,1681421953402,102,200
POST,1681421953357,1681421953402,45,200
POST,1681421953357,1681421953408,51,200
POST,1681421953357,1681421953411,54,200
POST,1681421953322,1681421953414,92,200
POST,1681421953301,1681421953417,116,200
POST,1681421953354,1681421953454,100,200
POST,1681421953354,1681421953459,105,200
POST,1681421953362,1681421953466,104,200
POST,1681421953417,1681421953470,53,200
POST,1681421953380,1681421953490,110,200
POST,1681421953402,1681421953503,101,200
POST,1681421953414,1681421953507,93,200
POST,1681421953459,1681421953507,48,200
POST,1681421953402,1681421953511,109,200
POST,1681421953408,1681421953512,104,200
POST,1681421953411,1681421953519,108,200
POST,1681421953454,1681421953541,87,200
POST,1681421953490,1681421953542,52,200
POST,1681421953503,1681421953546,43,200
POST,1681421953507,1681421953558,51,200
POST,1681421953512,1681421953562,50,200
POST,1681421953511,1681421953563,52,200
POST,1681421953466,1681421953565,99,200
POST,1681421953470,1681421953571,101,200
POST,1681421953541,1681421953594,53,200
POST,1681421953507,1681421953607,100,200
POST,1681421953562,1681421953615,53,200
POST,1681421953519,1681421953623,104,200
POST,1681421953542,1681421953639,97,200
POST,1681421953594,1681421953641,47,200
POST,1681421953546,1681421953645,99,200
POST,1681421953558,1681421953649,91,200
POST,1681421953608,1681421953653,45,200
POST,1681421953565,1681421953666,101,200
POST,1681421953615,1681421953674,59,200
POST,1681421953563,1681421953674,111,200
POST,1681421953623,1681421953680,57,200
POST,1681421953571,1681421953681,110,200
POST,1681421953653,1681421953696,43,200
POST,1681421953666,1681421953724,58,200
POST,1681421953674,1681421953724,50,200
POST,1681421953674,1681421953728,54,200
POST,1681421953681,1681421953735,54,200
POST,1681421953645,1681421953736,91,200
POST,1681421953639,1681421953739,100,200
POST,1681421953696,1681421953747,51,200
POST,1681421953649,1681421953747,98,200
POST,1681421953641,1681421953747,106,200
POST,1681421953724,1681421953769,45,200
POST,1681421953735,1681421953787,52,200
POST,1681421953680,1681421953790,110,200
POST,1681421953747,1681421953794,47,200
POST,1681421953747,1681421953795,48,200
POST,1681421953724,1681421953813,89,200
POST,1681421953769,1681421953819,50,200
POST,1681421953728,1681421953832,104,200
POST,1681421953747,1681421953841,94,200
POST,1681421953739,1681421953841,102,200
POST,1681421953736,1681421953842,106,200
POST,1681421953795,1681421953842,47,200
POST,1681421953790,1681421953846,56,200
POST,1681421953819,1681421953867,48,200
POST,1681421953787,1681421953883,96,200
POST,1681421953832,1681421953885,53,200
POST,1681421953842,1681421953888,46,200
POST,1681421953794,1681421953889,95,200
POST,1681421953842,1681421953895,53,200
POST,1681421953846,1681421953896,50,200
POST,1681421953813,1681421953912,99,200
POST,1681421953867,1681421953918,51,200
POST,1681421953841,1681421953939,98,200
POST,1681421953841,1681421953947,106,200
POST,1681421953896,1681421953947,51,200
POST,1681421953918,1681421953971,53,200
POST,1681421953883,1681421953982,99,200
POST,1681421953889,1681421953989,100,200
POST,1681421953888,1681421953989,101,200
POST,1681421953939,1681421953995,56,200
POST,1681421953895,1681421953996,101,200
POST,1681421953885,1681421953997,112,200
POST,1681421953947,1681421953998,51,200
POST,1681421953947,1681421953998,51,200
POST,1681421953912,1681421954004,92,200
POST,1681421953971,1681421954029,58,200
POST,1681421953995,1681421954046,51,200
POST,1681421954004,1681421954051,47,200
POST,1681421953996,1681421954055,59,200
POST,1681421953997,1681421954057,60,200
POST,1681421953998,1681421954057,59,200
POST,1681421953983,1681421954075,92,200
POST,1681421953989,1681421954081,92,200
POST,1681421953989,1681421954081,92,200
POST,1681421954046,1681421954091,45,200
POST,1681421954057,1681421954100,43,200
POST,1681421954057,1681421954107,50,200
POST,1681421953998,1681421954117,119,200
POST,1681421954029,1681421954134,105,200
POST,1681421954051,1681421954141,90,200
POST,1681421954100,1681421954157,57,200
POST,1681421954055,1681421954159,104,200
POST,1681421954107,1681421954159,52,200
POST,1681421954081,1681421954167,86,200
POST,1681421954081,1681421954167,86,200
POST,1681421954075,1681421954173,98,200
POST,1681421954117,1681421954174,57,200
POST,1681421954091,1681421954186,95,200
POST,1681421954157,1681421954207,50,200
POST,1681421954159,1681421954209,50,200
POST,1681421954167,1681421954215,48,200
POST,1681421954167,1681421954215,48,200
POST,1681421954134,1681421954232,98,200
POST,1681421954186,1681421954232,46,200
POST,1681421954141,1681421954236,95,200
POST,1681421954159,1681421954258,99,200
POST,1681421954215,1681421954260,45,200
POST,1681421954174,1681421954264,90,200
POST,1681421954215,1681421954266,51,200
POST,1681421954209,1681421954267,58,200
POST,1681421954173,1681421954277,104,200
POST,1681421954232,1681421954279,47,200
POST,1681421954232,1681421954285,53,200
POST,1681421954207,1681421954293,86,200
POST,1681421954258,1681421954310,52,200
POST,1681421954267,1681421954316,49,200
POST,1681421954264,1681421954316,52,200
POST,1681421954260,1681421954319,59,200
POST,1681421954277,1681421954331,54,200
POST,1681421954236,1681421954343,107,200
POST,1681421954293,1681421954345,52,200
POST,1681421954316,1681421954364,48,200
POST,1681421954310,1681421954365,55,200
POST,1681421954316,1681421954365,49,200
POST,1681421954266,1681421954371,105,200
POST,1681421954343,1681421954393,50,200
POST,1681421954279,1681421954394,115,200
POST,1681421954331,1681421954396,65,200
POST,1681421954285,1681421954398,113,200
POST,1681421954371,1681421954425,54,200
POST,1681421954319,1681421954425,106,200
POST,1681421954345,1681421954446,101,200
POST,1681421954393,1681421954452,59,200
POST,1681421954364,1681421954456,92,200
POST,1681421954365,1681421954463,98,200
POST,1681421954365,1681421954466,101,200
POST,1681421954425,1681421954480,55,200
POST,1681421954446,1681421954501,55,200
POST,1681421954394,1681421954501,107,200
POST,1681421954396,1681421954516,120,200
POST,1681421954456,1681421954518,62,200
POST,1681421954466,1681421954518,52,200
POST,1681421954398,1681421954518,120,200
POST,1681421954425,1681421954535,110,200
POST,1681421954480,1681421954538,58,200
POST,1681421954501,1681421954548,47,200
POST,1681421954452,1681421954556,104,200
POST,1681421954463,1681421954562,99,200
POST,1681421954518,1681421954570,52,200
POST,1681421954516,1681421954572,56,200
POST,1681421954538,1681421954586,48,200
POST,1681421954548,1681421954590,42,200
POST,1681421954501,1681421954604,103,200
POST,1681421954562,1681421954609,47,200
POST,1681421954556,1681421954611,55,200
POST,1681421954518,1681421954614,96,200
POST,1681421954570,1681421954619,49,200
POST,1681421954518,1681421954624,106,200
POST,1681421954535,1681421954642,107,200
POST,1681421954624,1681421954678,54,200
POST,1681421954572,1681421954681,109,200
POST,1681421954586,1681421954686,100,200
POST,1681421954590,1681421954688,98,200
POST,1681421954611,1681421954704,93,200
POST,1681421954609,1681421954710,101,200
POST,1681421954614,1681421954714,100,200
POST,1681421954619,1681421954721,102,200
POST,1681421954678,1681421954732,54,200
POST,1681421954686,1681421954737,51,200
POST,1681421954642,1681421954744,102,200
POST,1681421954721,1681421954770,49,200
POST,1681421954737,1681421954781,44,200
POST,1681421954732,1681421954781,49,200
POST,1681421954688,1681421954795,107,200
POST,1681421954681,1681421954796,115,200
POST,1681421954704,1681421954808,104,200
POST,1681421954710,1681421954817,107,200
POST,1681421954781,1681421954822,41,200
POST,1681421954744,1681421954847,103,200
POST,1681421954795,1681421954851,56,200
POST,1681421954808,1681421954863,55,200
POST,1681421954770,1681421954863,93,200
POST,1681421954817,1681421954876,59,200
POST,1681421954781,1681421954876,95,200
POST,1681421954847,1681421954898,51,200
POST,1681421954796,1681421954904,108,200
POST,1681421954876,1681421954924,48,200
POST,1681421954822,1681421954924,102,200
POST,1681421954876,1681421954930,54,200
POST,1681421954863,1681421954963,100,200
POST,1681421954863,1681421954963,100,200
POST,1681421954930,1681421954981,51,200
POST,1681421954963,1681421955017,54,200
POST,1681421954904,1681421955017,113,200
POST,1681421955017,1681421955112,95,200
POST,1681421955017,1681421955113,96,200
POST,1681421955112,1681421955210,98,200
